,Site,Code,UCode,Type,StateCode,TStart,TStop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEName,EName,UName
1572,GMS81E,LP2,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,80.0000,0.0000,1.0000,GMS,,,
1573,GMS81E,LP20,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,80.0000,0.0000,1.0000,GMS,,,
1574,GMS81E,LP21,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,85.0000,0.0000,1.0000,GMS,,,
1575,GMS81E,LP3,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,70.0000,-15.0000,1.0000,GMS,,,
1576,GMS81E,LP4,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,70.0000,-31.0000,1.0000,GMS,,,
1577,GMS81E,LP5,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,70.0000,-41.0000,1.0000,GMS,,,
1578,GMS81E,LP6,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,70.0000,-42.0000,1.0000,GMS,,,
1579,GMS81E,LP7,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,70.0000,-47.0000,1.0000,GMS,,,
1580,GMS81E,LP8,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,70.0000,-48.0000,1.0000,GMS,,,
1581,GMS81E,LP9,,LP,,1981 May,1981 Jun,Korolev 81,1981 Korolev expedition,Indian Ocean,70.0000,-44.0000,1.0000,GMS,,,
1582,GMS82A,LP1,,LP,,1982,1982,GMS82A LP1,Vise Expedition 1982  68N-25S 30-0W,Atlantic Ocean,0.0000,68.0000,1.0000,GMS,,,
1583,GMS82A,ULP1,,LP,,1982 Feb,1982 May,Vize 82,1982 Vize  - Unknown locations,Atlantic Ocean,,,,GMS,,,
1584,GMS82B,LP1,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Pacific Ocean,160.0000,2.0000,1.0000,GMS,,,
1585,GMS82B,LP10,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,70.0000,-38.6200,0.5000,GMS,,,
1586,GMS82B,LP11,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,70.0000,-34.3500,0.5000,GMS,,,
1587,GMS82B,LP12,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,70.0000,-29.8200,0.5000,GMS,,,
1588,GMS82B,LP13,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,70.0000,-25.0000,0.5000,GMS,,,
1589,GMS82B,LP14,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,70.0000,-20.0000,0.5000,GMS,,,
1590,GMS82B,LP15,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,70.0000,-15.6200,0.5000,GMS,,,
1591,GMS82B,LP16,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,70.0000,-11.0000,0.5000,GMS,,,
1592,GMS82B,LP17,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,70.0000,-5.3300,0.5000,GMS,,,
1593,GMS82B,LP18,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,80.0000,-5.0000,0.5000,GMS,,,
1594,GMS82B,LP19,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,90.0000,-5.0000,0.5000,GMS,,,
1595,GMS82B,LP2,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Pacific Ocean,163.0000,-2.0000,1.0000,GMS,,,
1596,GMS82B,LP20,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,90.0000,3.0000,0.5000,GMS,,,
1597,GMS82B,LP3,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Pacific Ocean,163.0000,-35.0000,1.0000,GMS,,,
1598,GMS82B,LP4,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Pacific Ocean,163.0000,-30.7700,0.5000,GMS,,,
1599,GMS82B,LP5,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,110.0000,-45.0000,1.0000,GMS,,,
1600,GMS82B,LP6,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,90.0000,-44.7800,0.5000,GMS,,,
1601,GMS82B,LP7,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,79.0000,-44.9000,0.5000,GMS,,,
1602,GMS82B,LP8,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,79.0000,-44.8300,0.5000,GMS,,,
1603,GMS82B,LP9,,LP,,1982 Feb,1982 Mar,Korolev 82,1982 Korolev expedition,Indian Ocean,70.0000,-42.8800,0.5000,GMS,,,
1604,GMS82C,LP1,,LP,,1982,1982,Musson 82B,Musson cruise 1982B,,-25.0000,50.0000,1.0000,GMS,,,
1605,GMS82D,LP10,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,65.0000,5.0000,1.0000,DVNG,,,
1606,GMS82D,LP11,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,64.0000,0.0000,1.0000,DVNG,,,
1607,GMS82D,LP12,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,65.0000,-4.0000,1.0000,DVNG,,,
1608,GMS82D,LP13,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,65.0000,-8.0000,1.0000,DVNG,,,
1609,GMS82D,LP14,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,65.0000,-12.0000,1.0000,DVNG,,,
1610,GMS82D,LP15,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,65.0000,-17.0000,1.0000,DVNG,,,
1611,GMS82D,LP16,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,65.0000,-21.0000,1.0000,DVNG,,,
1612,GMS82D,LP17,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,65.0000,-25.0000,1.0000,DVNG,,,
1613,GMS82D,LP18,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,65.0000,-24.0000,1.0000,DVNG,,,
1614,GMS82D,LP19,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,70.0000,-20.0000,1.0000,DVNG,,,
1615,GMS82D,LP2,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,85.0000,1.0000,1.0000,DVNG,,,
1616,GMS82D,LP20,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,70.0000,-15.0000,1.0000,DVNG,,,
1617,GMS82D,LP3,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,86.0000,1.0000,1.0000,DVNG,,,
1618,GMS82D,LP4,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,83.0000,1.0000,1.0000,DVNG,,,
1619,GMS82D,LP5,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,80.0000,1.0000,1.0000,DVNG,,,
1620,GMS82D,LP6,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,60.0000,-25.0000,1.0000,DVNG,,,
1621,GMS82D,LP7,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,60.0000,-3.0000,1.0000,DVNG,,,
1622,GMS82D,LP8,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,60.0000,2.0000,1.0000,DVNG,,,
1623,GMS82D,LP9,,LP,,1982 May,1982 Jul,Shirshov 82A,Shirsov cruise May-Jul 1982,Indian Ocean,60.0000,5.0000,1.0000,DVNG,,,
1624,GMS82E,LP1,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,80.0000,0.0000,0.1000,DVNG,,,
1625,GMS82E,LP10,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,65.0000,-6.0000,0.1000,DVNG,,,
1626,GMS82E,LP11,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,70.0000,-3.0000,0.1000,DVNG,,,
1627,GMS82E,LP12,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,66.0000,-1.0000,0.1000,DVNG,,,
1628,GMS82E,LP14,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,80.0000,0.0000,0.1000,DVNG,,,
1629,GMS82E,LP2,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,80.0000,-10.0000,0.1000,DVNG,,,
1630,GMS82E,LP3,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,80.0000,-15.0000,0.1000,DVNG,,,
1631,GMS82E,LP4,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,75.0000,-20.0000,0.1000,DVNG,,,
1632,GMS82E,LP5,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,75.0000,-15.0000,0.1000,DVNG,,,
1633,GMS82E,LP6,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,75.0000,-10.0000,0.1000,DVNG,,,
1634,GMS82E,LP7,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,70.0000,-14.0000,0.1000,DVNG,,,
1635,GMS82E,LP8,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,60.0000,-15.0000,0.1000,DVNG,,,
1636,GMS82E,LP9,,LP,,1982 Nov,1983 Jan,Voeykov 82,Voeykov cruise 1982,Indian Ocean,65.0000,-15.0000,0.1000,DVNG,,,
1637,GMS83A,LP1,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Pacific Ocean,163.0000,20.0000,1.0000,GMS,,,
1638,GMS83A,LP10,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Indian Ocean,90.0000,-20.0000,1.0000,GMS,,,
1639,GMS83A,LP11,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Indian Ocean,90.0000,-15.0000,1.0000,GMS,,,
1640,GMS83A,LP12,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Indian Ocean,90.0000,-17.0000,1.0000,GMS,,,
1641,GMS83A,LP13,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Indian Ocean,90.0000,-10.0000,1.0000,GMS,,,
1642,GMS83A,LP14,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Indian Ocean,90.0000,-4.0000,1.0000,GMS,,,
1643,GMS83A,LP2,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Pacific Ocean,-179.0000,10.0000,1.0000,GMS,,,
1644,GMS83A,LP3,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Pacific Ocean,180.0000,10.0000,1.0000,GMS,,,
1645,GMS83A,LP4,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Pacific Ocean,-173.0000,10.0000,1.0000,GMS,,,
1646,GMS83A,LP5,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Pacific Ocean,-160.0000,-4.0000,1.0000,GMS,,,
1647,GMS83A,LP6,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Pacific Ocean,-160.0000,-13.0000,1.0000,GMS,,,
1648,GMS83A,LP7,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Pacific Ocean,-160.0000,-25.0000,1.0000,GMS,,,
1649,GMS83A,LP8,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Pacific Ocean,-160.0000,-20.0000,1.0000,GMS,,,
1650,GMS83A,LP9,,LP,,1983 Jun,1983 Aug,Korolev 83,1983 Korolev expedition,Indian Ocean,119.0000,-40.0000,1.0000,GMS,,,
1651,GMS83B,ULP1,,LP,,1983 Aug,1983 Oct,Vize 83,1983 Vize  - Unknown locations,Atlantic Ocean,,,,GMS,,,
1652,GMS83C,LP1,,LP,,1983 Aug,1983 Sep,Voeykov 83,Voeykov cruise 1983,Indian Ocean,64.0000,3.0000,0.1000,DVNG,,,
1653,GMS83C,LP2,,LP,,1983 Aug,1983 Sep,Voeykov 83,Voeykov cruise 1983,Indian Ocean,62.0000,9.0000,0.1000,DVNG,,,
1654,GMS85A,LP1,,LP,,1985,1985,GMS85ALP1,"Zubov Expedition 8, 1985A Feb-Apr, 68-18N 0-30W",Atlantic Ocean,-30.0000,18.0000,1.0000,GMS,,,
1655,GMS85A,ULP1,,LP,,1985 Feb,1985 Apr,Zubov 85,1985 Zubov expedition - Unknown locations,Atlantic Ocean,,,,GMS,,,
1656,GMS85B,ULP1,,LP,,1985 Aug,1985 Nov,Zubov 85,1985 Zubov expedition - Unknown locations,Atlantic Ocean,,,,GMS,,,
1657,GMS85C,ULP1,,LP,,1985 Oct,1986 Jan,Shirshov 86,1986 Shirshov expedition,Unknown Ocean,,,,GMS,,,
1658,GMS86A,ULP1,,LP,,1986 Apr,1986 May,Shirshov 86,1986 Shirshov expedition,Unknown Ocean,,,,GMS,,,
1659,GMS86B,ULP1,,LP,,1986 Jun,1986 Aug,Vize 86,1986 Vize  - Unknown locations,Atlantic Ocean,,,,GMS,,,
1660,GMS86C,ULP1,,LP,,1986 Aug,1986 Sep,Voyekov 86,1986 Voyekov expedition,Unknown Ocean,,,,GMS,,,
1661,GMS86D,ULP1,,LP,,1986 Sep,1986 Nov,Zubov 86,1986 Zubov expedition - Unknown locations,Atlantic Ocean,,,,GMS,,,
1662,GMS87A,ULP1,,LP,,1987 Jan,1987 Jan,Priliv 87A,1987 Priliv expedition,Unknown Ocean,,,,GMS,,,
1663,GMS87B,LP1,,LP,,1987 Jan,1987 Feb,Shirshov 87A,Shirsov cruise Jan-Feb 1987,Indian Ocean,82.0000,0.0000,1.0000,DVNG,,,
1664,GMS87B,LP2,,LP,,1987 Jan,1987 Feb,Shirshov 87A,Shirsov cruise Jan-Feb 1987,Indian Ocean,77.0000,0.0000,1.0000,DVNG,,,
1665,GMS87B,LP3,,LP,,1987 Jan,1987 Feb,Shirshov 87A,Shirsov cruise Jan-Feb 1987,Indian Ocean,58.0000,3.0000,1.0000,DVNG,,,
1666,GMS87B,LP4,,LP,,1987 Jan,1987 Feb,Shirshov 87A,Shirsov cruise Jan-Feb 1987,Indian Ocean,57.9200,3.4700,1.0000,DVNG,,,
1667,GMS87B,LP5,,LP,,1987 Jan,1987 Feb,Shirshov 87A,Shirsov cruise Jan-Feb 1987,Indian Ocean,57.7520,3.4200,1.0000,DVNG,,,
1668,GMS87B,LP6,,LP,,1987 Jan,1987 Feb,Shirshov 87A,Shirsov cruise Jan-Feb 1987,Indian Ocean,58.0000,3.5300,1.0000,DVNG,,,
1669,GMS87B,LP7,,LP,,1987 Jan,1987 Feb,Shirshov 87A,Shirsov cruise Jan-Feb 1987,Indian Ocean,57.9700,3.5300,1.0000,DVNG,,,
1670,GMS87B,LP8,,LP,,1987 Jan,1987 Feb,Shirshov 87A,Shirsov cruise Jan-Feb 1987,Indian Ocean,58.3700,3.2800,1.0000,DVNG,,,
1671,GMS87B,LP9,,LP,,1987 Jan,1987 Feb,Shirshov 87A,Shirsov cruise Jan-Feb 1987,Indian Ocean,57.8200,2.8800,1.0000,DVNG,,,
1672,GMS87C,ULP1,,LP,,1987,1987,Korolev 87,1987 Korolev expedition,Unknown Ocean,,,,GMS,,,
1673,GMS87D,LP1,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987,Pacific Ocean,150.0000,13.5000,1.0000,DVNG,,,
1674,GMS87D,LP10,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987,Pacific Ocean,149.0000,30.0000,1.0000,DVNG,,,
1675,GMS87D,LP2,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987,Pacific Ocean,151.0000,30.0000,1.0000,DVNG,,,
1676,GMS87D,LP3,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987,Pacific Ocean,154.0000,30.0000,1.0000,DVNG,,,
1677,GMS87D,LP4,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987,Pacific Ocean,158.0000,30.0000,1.0000,DVNG,,,
1678,GMS87D,LP5,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987,Pacific Ocean,149.0000,30.0000,1.0000,DVNG,,,
1679,GMS87D,LP6,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987  [Guess],Pacific Ocean,160.0000,25.0000,5.0000,DVNG,,,
1680,GMS87D,LP7,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987  [Guess],Pacific Ocean,160.0000,25.0000,5.0000,DVNG,,,
1681,GMS87D,LP8,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987  [Guess],Pacific Ocean,150.0000,25.0000,5.0000,DVNG,,,
1682,GMS87D,LP9,,LP,,1987 May,1987 Jun,Voeykov 87,Voeykov cruise 1987  [Guess],Pacific Ocean,150.0000,25.0000,5.0000,DVNG,,,
1683,GMS87E,ULP1,,LP,,1987 Jun,1987 Sep,Zubov 87,1987 Zubov expedition - Unknown locations,Atlantic Ocean,,,,GMS,,,
1684,GMS87F,ULP1,,LP,,1987 Oct,1987 Dec,Shirshov 87,1987 Shirshov expedition,Unknown Ocean,,,,GMS,,,
1685,GMS87G,LP1,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,180.0000,37.0000,5.0000,DVNG,,,
1686,GMS87G,LP10,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,155.2000,28.7000,1.0000,DVNG,,,
1687,GMS87G,LP2,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,-170.0000,36.0000,5.0000,DVNG,,,
1688,GMS87G,LP3,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,-159.0000,36.0000,1.0000,DVNG,,,
1689,GMS87G,LP4,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,-149.0000,29.6000,1.0000,DVNG,,,
1690,GMS87G,LP5,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,176.0000,28.0000,3.0000,DVNG,,,
1691,GMS87G,LP6,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,172.0000,28.0000,1.0000,DVNG,,,
1692,GMS87G,LP7,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,167.6000,28.0000,1.0000,DVNG,,,
1693,GMS87G,LP8,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,164.0000,28.2000,1.0000,DVNG,,,
1694,GMS87G,LP9,,LP,,1988 Apr,1988 Apr,Priliv 87B,Priliv cruise 1987-8,Pacific Ocean,159.1000,28.5000,1.0000,DVNG,,,
1695,GMS88A,ULP1,,LP,,1988 Mar,1988 May,Shirshov 88,1988 Shirshov expedition,Unknown Ocean,,,,GMS,,,
1696,GMS88B,LP1,,LP,,1988 Apr,1988 Apr,Priliv 88B,Priliv cruise 1988,Pacific Ocean,161.0000,23.0000,1.0000,DVNG,,,
1697,GMS88B,LP2,,LP,,1988 Apr,1988 Apr,Priliv 88B,Priliv cruise 1988,Pacific Ocean,161.0000,18.0000,5.0000,DVNG,,,
1698,GMS88B,LP3,,LP,,1988 Apr,1988 Apr,Priliv 88B,Priliv cruise 1988,Pacific Ocean,161.0000,18.0000,5.0000,DVNG,,,
1699,GMS88B,LP4,,LP,,1988 Apr,1988 Apr,Priliv 88B,Priliv cruise 1988,Pacific Ocean,153.0000,15.0000,1.0000,DVNG,,,
1700,GMS88B,LP5,,LP,,1988 Apr,1988 Apr,Priliv 88B,Priliv cruise 1988,Pacific Ocean,152.2000,18.6000,1.0000,DVNG,,,
1701,GMS88B,LP6,,LP,,1988 Apr,1988 Apr,Priliv 88B,Priliv cruise 1988,Pacific Ocean,150.0000,20.0000,1.0000,DVNG,,,
1702,GMS88B,LP7,,LP,,1988 Apr,1988 Apr,Priliv 88B,Priliv cruise 1988,Pacific Ocean,149.0000,20.0000,1.0000,DVNG,,,
1703,GMS88C,ULP1,,LP,,1988 Jul,1988 Dec,Vize 88,1988 Vize  - Unknown locations,Japan and Chukotsk Seas,,,,GMS,,,
1704,GMS88D,LP1,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,149.0000,33.0000,1.0000,DVNG,,,
1705,GMS88D,LP10,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,161.0000,23.0000,1.0000,DVNG,,,
1706,GMS88D,LP11,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,160.0000,20.0000,1.0000,DVNG,,,
1707,GMS88D,LP12,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,160.0000,15.0000,1.0000,DVNG,,,
1708,GMS88D,LP13,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,159.8000,15.1000,1.0000,DVNG,,,
1709,GMS88D,LP14,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,152.5000,18.5000,1.0000,DVNG,,,
1710,GMS88D,LP15,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,148.0000,26.0000,1.0000,DVNG,,,
1711,GMS88D,LP16,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,138.6000,25.2000,0.2000,DVNG,,,
1712,GMS88D,LP17,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,155.7000,35.0000,0.5000,DVNG,,,
1713,GMS88D,LP18,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,160.0000,36.0000,0.5000,DVNG,,,
1714,GMS88D,LP19,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,152.0000,38.5000,5.0000,DVNG,,,
1715,GMS88D,LP2,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,154.0000,30.0000,1.0000,DVNG,,,
1716,GMS88D,LP3,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,158.0000,30.0000,1.0000,DVNG,,,
1717,GMS88D,LP4,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,162.5000,30.0000,1.0000,DVNG,,,
1718,GMS88D,LP5,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,163.0000,27.0000,5.0000,DVNG,,,
1719,GMS88D,LP6,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,163.0000,27.0000,5.0000,DVNG,,,
1720,GMS88D,LP7,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,163.0000,27.0000,5.0000,DVNG,,,
1721,GMS88D,LP8,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,163.0000,26.0000,5.0000,DVNG,,,
1722,GMS88D,LP9,,LP,,1988 Dec,1989 Mar,Priliv 88C,Priliv cruise 1988-89,Pacific Ocean,163.0000,25.0000,5.0000,DVNG,,,
1723,GMS89A,ULP1,,LP,,1988 Dec,1989 Mar,Korolev 89,1989 Korolev expedition,Unknown Ocean,,,,GMS,,,
1724,GMS89B,LP1,,LP,,1989,1989,GMS85BLP1,"Zubov Expedition 12, 72N-27S 5-35W",Atlantic Ocean,0.0000,67.0000,2.0000,GMS,,,
1725,GMS89B,LP2,,LP,,1989,1989,GMS85BLP2,"Zubov Expedition 12, 72N-27S 5-35W",Atlantic Ocean,0.0000,71.0000,2.0000,GMS,,,
1726,GMS89B,ULP1,,LP,,1989 Jun,1989 Nov,Zubov 89,1989 Zubov expedition - Unknown locations,Atlantic Ocean,,,,GMS,,,
1727,GMS89C,ULP1,,LP,,1989 Aug,1989 Oct,Shirshov 89,1989 Shirshov expedition,Unknown Ocean,,,,GMS,,,
1728,GMS90A,LP1,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,160.0000,35.0000,1.0000,DVNG,,,
1729,GMS90A,LP10,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,156.0000,19.0000,2.0000,DVNG,,,
1730,GMS90A,LP11,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,151.0000,18.0000,1.0000,DVNG,,,
1731,GMS90A,LP12,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,147.0000,34.0000,1.0000,DVNG,,,
1732,GMS90A,LP13,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,150.0000,33.0000,1.0000,DVNG,,,
1733,GMS90A,LP2,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,160.0000,29.0000,1.0000,DVNG,,,
1734,GMS90A,LP3,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,160.0000,21.0000,1.0000,DVNG,,,
1735,GMS90A,LP4,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,160.0000,17.0000,1.0000,DVNG,,,
1736,GMS90A,LP5,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,170.0000,20.0000,5.0000,DVNG,,,
1737,GMS90A,LP6,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,169.0000,25.0000,2.0000,DVNG,,,
1738,GMS90A,LP7,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,166.0000,23.0000,1.0000,DVNG,,,
1739,GMS90A,LP8,,LP,,1990 Jan,1990 Mar,Priliv 90A,Priliv cruise 1990,Pacific Ocean,162.0000,21.7000,1.0000,DVNG,,,
